aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.99,2.74,0.91,3.72,0.04,2.08,0.15,1.99,1.29,0.0,0.0,0.047,8.33,1.69,0.002,31.37,3.95,0.04,0.14,0.02,0
0.22,26.94,0.001,1.95,0.002,7.57,0.78,0.36,0.03,0.23,0.004,0.055,5.22,1.96,0.0,49.76,7.97,0.09,0.21,0.05,0
0.0,8.48,0.02,0.28,0.04,0.26,0.08,1.61,1.39,0.0,0.0,0.043,16.7,1.2,0.0,0.03,1.03,0.04,0.01,0.05,0
0.06,11.66,0.04,0.86,0.005,3.49,0.8,1.54,0.32,0.33,0.006,0.041,18.58,1.36,0.009,57.74,7.25,0.06,0.28,0.08,0
0.03,8.16,0.02,2.43,0.008,0.57,0.88,0.69,1.32,0.62,0.62,0.103,13.78,1.51,0.01,33.36,5.29,0.06,0.46,0.0,0
0.07,5.31,0.06,2.5,0.0,0.01,0.02,1.84,1.48,0.0,0.005,0.135,19.83,0.7,0.002,0.09,2.92,0.0,0.06,0.08,0
2.27,29.58,0.27,3.13,0.05,4.91,0.72,0.14,1.42,0.0,0.0,0.082,12.03,1.6,0.006,6.91,4.96,0.0,0.16,0.05,0
1.54,14.49,0.001,0.02,0.004,4.71,0.19,1.3,0.95,1.0,1.0,0.133,17.98,1.87,0.008,15.73,3.83,0.0,0.49,0.09,1
0.02,1.44,0.04,2.36,0.002,6.13,0.08,1.63,0.57,0.68,0.68,0.151,12.31,1.07,0.009,47.49,1.06,0.1,0.07,0.03,0
0.01,22.89,0.01,0.3,0.01,0.05,0.01,0.04,0.58,0.0,0.84,0.054,14.52,0.75,0.004,1.56,0.13,0.09,0.02,0.07,0
0.1,4.89,0.06,1.88,0.01,0.15,0.06,1.51,0.89,0.0,0.55,0.164,9.24,0.73,0.001,1.6,0.31,0.08,0.1,0.09,0
2.04,28.64,1.01,3.64,0.11,6.69,0.27,0.2,0.58,0.8,0.8,0.112,12.41,1.8,0.007,52.81,7.21,0.07,0.46,0.09,0
0.06,25.89,0.09,0.04,0.09,0.45,0.05,1.99,0.08,0.1,0.008,0.172,17.3,1.88,0.001,4.9,0.07,0.08,0.06,0.02,0
1.28,27.62,0.04,1.01,0.009,7.85,0.03,0.29,0.66,0.54,0.54,0.048,4.78,1.83,0.0,9.13,1.6,0.02,0.21,0.05,1
0.06,11.6,0.02,0.07,0.05,0.02,0.04,1.17,0.82,0.62,0.62,0.177,14.8,1.03,0.001,0.03,5.88,0.07,0.03,0.07,0
3.48,15.48,0.59,3.17,0.08,1.59,0.15,1.97,0.26,0.51,0.51,0.122,4.06,1.88,0.008,2.96,3.91,0.06,0.48,0.04,0
1.75,9.07,0.42,1.59,0.12,0.48,0.44,1.43,1.35,0.27,0.004,0.026,7.28,2.42,0.009,1.48,6.8,0.07,0.34,0.06,0
0.02,24.86,0.02,0.94,0.03,0.08,0.07,0.09,0.11,0.0,0.0,0.018,8.06,2.0,0.001,3.8,0.35,0.08,0.06,0.05,0
0.02,8.63,0.0,1.83,0.05,0.22,0.01,1.17,0.9,0.0,0.51,0.13,3.09,0.23,0.01,0.05,2.78,0.0,0.1,0.01,0
0.08,28.61,0.07,0.23,0.01,0.71,0.06,0.84,0.62,0.8,0.8,0.093,11.17,0.41,0.004,2.33,0.73,0.03,0.02,0.02,0
2.64,27.37,0.51,2.6,0.11,2.84,0.8,0.27,0.93,0.0,0.0,0.07,16.91,1.51,0.002,48.06,4.16,0.06,0.11,0.02,0
0.16,22.84,0.01,2.09,0.005,3.32,0.79,1.57,0.66,0.58,0.58,0.071,13.52,1.58,0.008,30.98,3.32,0.05,0.32,0.06,0
0.48,13.45,0.96,3.91,0.1,2.54,0.17,0.25,1.25,0.0,0.0,0.129,16.52,1.94,0.003,39.52,5.41,0.03,0.11,0.07,0
3.53,21.87,0.69,4.45,0.12,7.18,0.23,0.01,1.38,0.13,0.008,0.121,5.44,1.82,0.003,28.6,2.08,0.04,0.08,0.0,1
1.74,22.7,0.16,2.13,0.12,5.89,0.78,1.53,0.87,0.0,0.0,0.079,9.2,1.31,0.007,20.46,7.77,0.06,0.11,0.05,0
3.49,17.28,0.03,3.21,0.003,3.67,0.14,0.39,0.1,0.15,0.002,0.033,16.36,1.66,0.008,14.7,3.01,0.06,0.18,0.04,1
4.73,11.75,0.13,2.45,0.0,5.76,0.77,1.02,1.34,0.0,0.62,0.062,17.9,2.16,0.006,31.6,4.53,0.02,0.29,0.06,0
2.66,1.01,0.001,2.35,0.005,1.77,0.7,1.95,0.48,0.0,0.0,0.174,15.72,1.48,0.01,27.97,0.53,0.05,0.21,0.07,1
0.04,3.8,0.05,0.77,0.1,0.04,0.0,0.89,0.61,0.01,0.001,0.117,11.98,1.11,0.004,0.2,1.41,0.02,0.03,0.06,0
0.05,26.24,0.07,0.19,0.06,0.12,0.02,1.81,0.92,0.7,0.7,0.018,0.35,1.7,0.008,0.15,0.91,0.03,0.01,0.01,0
0.19,5.1,0.02,1.79,0.001,7.43,0.05,0.15,1.19,0.61,0.61,0.164,16.9,1.16,0.001,38.2,0.53,0.0,0.06,0.01,1
0.02,17.78,0.05,1.19,0.05,0.07,0.08,1.98,0.28,0.89,0.89,0.11,10.19,0.49,0.007,1.6,0.36,0.02,0.0,0.03,0
0.01,29.31,0.04,1.42,0.009,7.37,0.89,0.34,0.61,0.98,0.98,0.076,0.54,1.06,0.003,13.04,2.95,0.04,0.02,0.05,0
0.07,0.97,0.02,3.99,0.06,0.08,0.02,1.26,0.83,0.77,0.77,0.09,11.93,1.81,0.004,0.14,0.24,0.09,0.03,0.08,0
0.02,6.84,0.01,0.87,0.04,0.06,0.09,0.09,0.24,0.61,0.0,0.127,16.47,2.1,0.006,1.97,3.55,0.07,0.05,0.03,0
0.07,14.87,0.07,0.86,0.06,0.69,0.06,0.8,0.25,0.64,0.64,0.096,13.86,0.44,0.009,0.24,0.74,0.06,0.06,0.04,0
0.08,16.05,0.03,0.72,0.07,0.09,0.1,0.79,0.15,0.62,0.62,0.106,6.94,1.09,0.001,3.03,2.93,0.02,0.02,0.07,0
0.1,1.17,0.07,1.0,0.05,0.03,0.06,1.99,0.48,0.0,0.001,0.05,18.34,0.04,0.0,2.76,3.16,0.09,0.01,0.0,0
0.09,27.17,0.03,0.6,0.05,0.24,0.06,0.47,1.02,0.0,0.0,0.02,19.07,0.27,0.007,8.51,0.81,0.07,0.01,0.08,0
0.07,3.7,0.05,1.81,0.009,7.24,0.4,0.53,0.93,0.36,0.003,0.102,2.53,1.78,0.0,50.04,4.58,0.01,0.45,0.09,0
0.04,23.39,0.05,0.11,0.05,0.03,0.07,1.04,1.06,0.5,0.5,0.038,15.7,1.27,0.005,0.73,2.63,0.06,0.07,0.09,0
1.4,14.93,0.05,3.63,0.007,7.74,0.7,1.71,0.65,0.0,0.0,0.12,3.01,1.68,0.002,18.56,3.9,0.05,0.41,0.04,1
2.62,29.2,0.01,2.96,0.006,0.59,0.27,1.73,0.06,0.42,0.003,0.064,15.42,1.99,0.004,35.48,7.88,0.06,0.05,0.01,0
0.05,8.92,0.02,0.56,0.04,0.06,0.02,0.02,0.9,0.0,0.51,0.13,2.85,0.37,0.01,0.11,1.19,0.0,0.09,0.01,0
0.06,9.44,0.39,1.93,0.02,7.11,0.56,1.15,0.77,0.77,0.77,0.019,9.13,2.1,0.0,52.92,1.95,0.03,0.32,0.0,0
0.04,9.47,0.001,1.31,0.006,4.58,0.43,0.55,0.96,0.11,0.001,0.131,18.8,1.79,0.007,11.1,5.62,0.08,0.08,0.06,0
2.94,26.76,0.38,0.81,0.01,2.75,0.62,0.28,1.11,0.0,0.008,0.052,1.03,1.64,0.008,1.28,4.54,0.06,0.48,0.02,0
0.04,11.95,0.1,2.53,0.06,0.59,0.02,0.09,0.14,0.0,0.005,0.1,14.38,0.92,0.005,1.77,0.31,0.04,0.01,0.03,0
4.0,3.1,0.89,1.2,0.01,7.26,0.01,0.7,1.43,0.0,0.004,0.188,9.77,1.88,0.002,53.79,5.26,0.06,0.47,0.03,0
2.63,25.36,0.53,2.26,0.13,5.58,0.73,1.76,0.63,0.0,0.91,0.139,6.36,1.88,0.007,16.46,5.87,0.05,0.01,0.06,0
0.0,4.08,0.09,0.25,0.01,0.67,0.01,1.95,1.29,0.05,0.002,0.088,16.81,0.01,0.004,5.14,0.37,0.09,0.09,0.05,0
0.08,11.47,0.02,2.51,0.003,4.18,0.6,1.34,0.03,0.18,0.006,0.061,14.24,1.53,0.003,40.77,5.06,0.09,0.22,0.04,0
0.07,26.4,0.03,0.17,0.02,0.03,0.04,0.65,0.96,0.84,0.84,0.188,17.67,0.39,0.001,8.12,0.11,0.04,0.04,0.02,0
0.08,17.94,0.06,0.8,0.01,0.27,0.06,1.32,0.95,0.61,0.61,0.16,11.78,0.57,0.002,0.28,0.32,0.05,0.04,0.04,0
2.66,18.02,0.01,2.74,0.004,2.03,0.59,0.53,0.12,0.0,0.0,0.016,8.96,1.61,0.01,54.13,0.4,0.0,0.08,0.03,0
0.08,21.31,0.07,1.7,0.02,0.22,0.06,1.49,0.65,0.63,0.63,0.16,13.24,1.21,0.003,6.6,0.19,0.02,0.09,0.01,0
1.84,5.04,0.46,0.18,0.04,1.0,0.7,1.32,0.76,0.0,0.004,0.128,15.3,1.59,0.002,15.32,5.87,0.05,0.3,0.02,0
1.86,18.57,0.15,1.83,0.11,2.86,0.15,1.58,0.96,0.31,0.009,0.057,7.89,1.84,0.006,33.56,6.83,0.07,0.04,0.07,0
0.06,0.75,0.07,0.64,0.05,0.08,0.1,0.36,1.14,0.0,0.0,0.065,1.34,2.73,0.01,0.24,0.54,0.02,0.03,0.06,0
3.57,18.23,0.04,0.86,0.001,5.14,0.61,0.16,0.23,0.44,0.007,0.093,7.08,1.66,0.004,3.3,7.53,0.05,0.06,0.05,1
0.09,23.69,0.04,3.79,0.003,2.63,0.4,0.76,0.62,0.65,0.65,0.044,6.94,1.81,0.005,55.04,5.22,0.03,0.48,0.02,0
0.04,6.15,0.08,0.75,0.03,0.06,0.08,0.04,1.37,0.84,0.84,0.032,4.45,0.81,0.007,1.5,0.27,0.07,0.05,0.0,0
0.04,7.97,0.06,0.8,0.07,0.16,0.08,1.28,0.32,0.0,0.53,0.175,1.42,0.35,0.007,3.32,3.85,0.01,0.1,0.02,0
4.35,0.13,0.02,1.92,0.007,3.21,0.02,0.33,0.74,0.0,0.0,0.008,1.59,1.98,0.001,22.42,4.13,0.0,0.06,0.04,1
0.01,19.34,0.09,0.08,0.04,0.03,0.06,0.5,0.74,0.0,0.5,0.074,19.44,0.21,0.008,2.69,0.99,0.05,0.08,0.04,0
0.07,10.52,0.04,0.06,0.05,0.05,0.04,1.0,0.0,0.51,0.51,0.169,5.5,0.51,0.001,2.65,0.99,0.1,0.03,0.02,0
0.01,18.94,0.01,1.73,0.06,0.08,0.09,0.05,0.4,0.0,0.74,0.012,13.19,0.89,0.0,1.82,3.48,0.06,0.03,0.0,0
0.0,6.5,0.04,0.14,0.06,0.01,0.03,1.03,0.57,0.71,0.71,0.005,0.92,1.56,0.006,1.02,3.7,0.09,0.0,0.0,0
0.07,4.88,0.0,0.18,0.07,0.29,0.01,0.33,1.33,0.0,0.59,0.136,11.66,0.45,0.008,8.05,3.79,0.01,0.03,0.01,0
0.02,25.72,0.06,0.73,0.1,0.24,0.04,0.76,1.05,0.4,0.007,0.185,14.71,0.41,0.003,0.78,0.41,0.05,0.1,0.07,0
0.01,6.38,0.06,1.0,0.07,0.0,0.06,0.1,0.8,0.0,0.002,0.148,17.6,0.18,0.002,0.3,1.89,0.06,0.02,0.01,0
0.06,19.87,0.03,0.04,0.008,6.23,0.84,1.91,0.83,0.07,0.008,0.018,0.45,1.42,0.009,12.9,2.15,0.03,0.21,0.04,0
0.06,29.06,0.0,0.88,0.04,0.17,0.03,0.0,1.46,0.0,0.76,0.083,4.07,0.17,0.009,3.27,0.81,0.07,0.09,0.06,0
0.98,15.07,0.89,0.83,0.07,1.9,0.45,1.46,0.45,0.3,0.008,0.197,15.44,2.09,0.001,33.05,4.86,0.05,0.04,0.06,0
0.01,-0.08,0.2,4.53,0.09,3.17,0.3,0.08,1.31,0.78,0.78,0.001,16.0,1.61,0.003,11.26,2.89,0.05,0.4,0.09,0
0.06,0.21,0.09,0.37,0.04,0.01,0.0,0.7,0.57,0.0,0.005,0.065,15.86,0.83,0.008,3.14,4.98,0.03,0.04,0.03,0
1.81,20.45,0.04,0.14,0.001,4.34,0.69,1.71,1.35,0.85,0.85,0.1,12.71,1.21,0.005,11.04,3.63,0.01,0.48,0.09,1
0.07,10.16,0.01,0.68,0.1,0.1,0.06,0.54,0.72,0.28,0.001,0.028,18.78,0.56,0.006,3.83,1.06,0.01,0.0,0.09,0
3.12,25.42,0.04,1.29,0.08,1.94,0.12,0.23,0.31,0.43,0.0,0.102,1.24,1.95,0.001,51.42,5.01,0.02,0.2,0.03,0
0.0,23.71,0.08,0.01,0.09,0.1,0.04,1.35,1.07,0.0,0.7,0.101,2.16,0.71,0.008,3.1,3.27,0.09,0.01,0.03,0
2.99,-0.08,0.41,4.65,0.12,3.55,0.3,1.79,1.31,0.78,0.78,0.065,15.54,1.93,0.003,11.15,2.89,0.05,0.4,0.09,0
0.02,22.43,0.1,0.26,0.03,0.18,0.03,1.76,0.69,0.22,0.002,0.054,11.11,0.93,0.007,0.29,4.82,0.09,0.09,0.04,0
0.06,21.75,0.04,1.29,0.007,4.49,0.08,1.65,0.03,0.17,0.001,0.067,5.56,1.64,0.001,7.0,2.73,0.03,0.19,0.0,0
0.04,9.02,0.09,0.37,0.03,0.09,0.02,0.01,1.45,0.0,0.009,0.159,2.7,0.78,0.001,0.04,4.85,0.04,0.08,0.0,0
0.05,23.78,0.1,0.9,0.08,0.0,0.06,1.45,0.98,0.35,0.002,0.167,15.55,2.3,0.004,0.3,0.7,0.08,0.05,0.08,0
0.19,19.57,0.01,0.65,0.007,1.13,0.76,1.82,0.26,0.92,0.92,0.105,4.15,1.76,0.006,44.45,7.42,0.01,0.33,0.04,0
3.41,2.4,0.3,3.24,0.02,3.34,0.86,1.79,0.59,0.0,0.008,0.03,13.08,1.74,0.006,29.68,4.23,0.08,0.39,0.04,0
0.03,7.25,0.08,0.13,0.05,0.14,0.09,1.56,1.47,0.97,0.97,0.166,12.56,0.73,0.005,2.37,2.91,0.05,0.01,0.01,0
0.01,19.22,0.09,1.4,0.1,0.09,0.09,1.94,0.8,0.32,0.004,0.124,12.77,1.54,0.01,8.55,0.03,0.01,0.1,0.04,0
0.29,29.14,0.02,3.83,0.004,5.66,0.34,1.95,1.18,0.81,0.81,0.075,0.44,1.12,0.005,21.86,4.88,0.08,0.04,0.01,1
0.06,19.33,0.001,1.19,0.003,2.54,0.42,0.38,0.47,0.04,0.007,0.176,18.79,1.54,0.008,18.24,7.17,0.06,0.45,0.02,0
0.08,0.78,0.01,0.71,0.06,0.51,0.05,0.07,0.46,0.22,0.0,0.165,6.24,2.18,0.002,6.95,0.0,0.05,0.05,0.06,0
0.05,11.5,0.01,1.0,0.07,0.1,0.07,0.05,1.38,0.0,0.89,0.033,14.1,0.5,0.009,0.92,0.53,0.0,0.09,0.02,0
0.0,9.76,0.04,0.82,0.05,0.04,0.04,1.84,0.22,0.13,0.004,0.035,5.23,0.72,0.002,2.32,3.93,0.0,0.08,0.06,0
0.06,10.98,0.03,1.81,0.06,0.06,0.07,0.01,0.03,0.0,0.006,0.061,14.24,0.06,0.003,8.43,0.21,0.09,0.01,0.04,0
0.08,9.64,0.07,0.41,0.07,0.03,0.05,1.26,1.33,0.34,0.006,0.164,2.65,1.74,0.0,0.61,0.43,0.01,0.05,0.01,0
0.06,2.48,0.72,1.26,0.01,5.87,0.68,1.25,0.29,0.78,0.78,0.112,3.38,1.61,0.006,47.51,3.04,0.07,0.32,0.06,0
0.02,14.99,0.09,2.44,0.05,0.25,0.02,0.04,0.08,0.0,0.61,0.123,3.28,0.07,0.0,0.31,0.06,0.03,0.0,0.01,0
0.04,11.36,0.03,0.49,0.08,0.12,0.1,0.05,1.2,0.0,0.002,0.01,18.55,0.36,0.002,4.29,1.7,0.01,0.08,0.04,0
0.06,0.46,0.07,1.99,0.09,0.32,0.06,0.48,1.48,0.06,0.001,0.117,3.29,1.68,0.004,6.04,2.64,0.06,0.03,0.09,0
0.05,12.08,0.04,0.51,0.03,0.03,0.02,0.06,1.43,0.0,0.75,0.166,13.05,0.76,0.006,0.39,1.41,0.08,0.08,0.07,0
3.89,1.99,0.45,4.22,0.06,1.76,0.18,0.66,0.88,0.0,0.68,0.113,18.8,2.06,0.002,4.92,5.33,0.01,0.38,0.05,0
4.77,7.18,0.81,1.89,0.11,4.92,0.24,0.28,0.82,0.54,0.54,0.197,1.6,2.19,0.007,32.6,3.64,0.05,0.37,0.05,0
0.09,19.6,0.04,2.6,0.01,0.19,0.01,0.38,0.02,0.0,0.76,0.121,7.7,0.97,0.008,0.2,0.95,0.07,0.1,0.09,0
0.03,25.08,0.01,0.57,0.08,0.41,0.03,0.05,1.27,0.0,0.82,0.041,16.88,0.92,0.009,3.7,1.98,0.05,0.09,0.07,0
0.07,26.5,0.09,1.05,0.06,0.0,0.08,1.14,0.92,0.02,0.006,0.019,13.76,1.77,0.009,9.8,3.85,0.07,0.07,0.04,0
0.05,20.65,0.02,2.69,0.001,2.45,0.19,0.17,0.59,0.07,0.008,0.159,18.25,1.51,0.008,17.53,6.49,0.01,0.31,0.09,0
0.01,24.76,0.07,0.88,0.02,0.12,0.06,0.87,0.16,0.0,0.003,0.043,6.92,0.61,0.008,1.53,0.49,0.02,0.09,0.05,1
0.01,20.68,0.01,0.8,0.07,0.1,0.1,0.07,0.1,0.0,0.84,0.139,15.88,0.44,0.001,5.39,3.22,0.08,0.07,0.07,0
4.56,11.54,0.59,3.89,0.04,3.69,0.02,1.35,1.33,0.21,0.007,0.151,9.61,2.15,0.009,54.02,7.23,0.08,0.07,0.01,0
0.0,22.12,0.03,0.59,0.03,0.09,0.06,1.72,0.81,0.87,0.87,0.15,2.74,1.6,0.004,0.59,2.6,0.02,0.09,0.05,0
0.01,4.19,0.06,0.4,0.1,0.05,0.06,0.58,1.32,0.0,0.0,0.118,9.73,1.61,0.005,0.23,3.41,0.04,0.04,0.06,0
3.35,14.3,0.02,1.92,0.006,7.51,0.28,1.86,0.45,0.36,0.003,0.185,0.96,1.44,0.003,19.55,7.29,0.07,0.02,0.01,1
0.09,5.58,0.09,0.37,0.01,0.29,0.08,0.08,0.67,0.0,0.0,0.105,5.96,1.55,0.003,7.38,6.25,0.04,0.05,0.01,0
0.06,19.19,0.07,0.95,0.02,0.37,0.06,1.95,1.38,0.46,0.003,0.191,18.96,1.23,0.009,0.31,1.26,0.05,0.01,0.02,0
0.1,2.07,0.02,3.01,0.002,3.03,0.25,0.39,0.76,0.15,0.004,0.082,14.87,1.58,0.01,41.01,2.82,0.02,0.45,0.01,0
0.63,29.09,0.86,1.93,0.01,1.27,0.53,1.34,0.03,0.0,0.0,0.068,10.98,1.56,0.005,15.22,3.81,0.05,0.18,0.02,0
0.01,5.92,0.04,0.29,0.04,0.1,0.07,0.98,0.33,0.0,0.007,0.062,5.64,0.35,0.004,1.13,0.65,0.03,0.09,0.03,0
0.1,15.37,0.09,1.41,0.0,0.02,0.01,0.67,0.08,0.61,0.61,0.123,3.28,1.72,0.0,0.5,0.09,0.03,0.04,0.01,0
0.08,19.03,0.02,0.18,0.08,0.06,0.02,1.72,0.91,0.38,0.008,0.019,4.5,0.05,0.008,0.33,0.34,0.03,0.0,0.04,0
0.13,1.72,0.04,2.83,0.006,0.49,0.25,0.31,1.29,0.56,0.56,0.026,17.08,1.58,0.002,53.96,0.98,0.02,0.21,0.08,0
0.33,22.83,0.03,2.0,0.001,3.52,0.05,1.65,0.61,0.78,0.78,0.146,16.5,1.4,0.003,41.88,4.9,0.05,0.48,0.06,0
0.08,6.58,0.01,3.38,0.006,1.8,0.53,1.05,1.26,0.03,0.003,0.079,8.69,1.8,0.004,42.43,1.67,0.01,0.12,0.09,0
3.88,18.78,0.47,2.91,0.1,5.81,0.3,0.67,1.08,0.41,0.004,0.008,10.81,1.99,0.008,47.44,3.4,0.08,0.29,0.02,0
0.09,18.99,0.04,0.06,0.05,0.02,0.07,1.75,0.3,0.56,0.56,0.166,10.14,0.46,0.006,10.17,0.44,0.06,0.04,0.02,0
4.79,5.36,0.03,3.48,0.003,4.38,0.28,1.96,0.5,0.5,0.5,0.196,6.11,1.23,0.004,35.86,7.77,0.07,0.12,0.06,1
0.1,4.15,0.02,2.0,0.005,4.25,0.19,1.23,0.86,0.87,0.87,0.019,16.16,1.18,0.007,34.48,1.62,0.01,0.21,0.08,0
4.96,20.55,0.95,2.88,0.04,3.03,0.19,0.17,0.59,0.0,0.0,0.159,18.87,1.55,0.008,19.88,6.49,0.01,0.31,0.09,0
0.07,1.72,0.08,0.9,0.08,0.15,0.04,0.06,1.0,0.0,0.005,0.152,16.52,0.56,0.006,6.81,0.55,0.07,0.1,0.06,0
0.04,23.36,0.02,1.5,0.04,0.16,0.06,0.06,0.18,0.0,0.81,0.041,15.78,0.06,0.01,0.44,0.05,0.0,0.06,0.07,0
0.09,0.12,0.53,2.8,0.01,1.61,0.35,0.1,1.32,0.99,0.99,0.001,17.19,1.27,0.003,31.21,2.39,0.07,0.25,0.0,0
0.01,11.34,0.05,0.32,0.05,0.03,0.09,1.34,0.03,0.18,0.006,0.061,14.86,0.5,0.003,0.16,4.64,0.09,0.07,0.04,0
0.16,21.66,0.09,1.42,0.11,5.28,0.13,0.05,0.76,0.78,0.78,0.001,5.66,1.88,0.002,11.85,4.05,0.03,0.12,0.08,0
0.06,0.24,0.07,0.81,0.07,0.16,0.09,1.3,1.06,0.55,0.55,0.1,3.34,1.58,0.007,1.89,3.11,0.02,0.09,0.04,0
0.09,26.28,0.03,2.21,0.07,0.07,0.09,1.41,0.92,0.93,0.93,0.075,16.14,1.84,0.005,0.78,4.7,0.05,0.03,0.07,0
0.0,19.57,0.07,0.04,0.09,0.49,0.07,1.86,0.86,0.16,0.005,0.197,13.65,0.84,0.001,12.19,2.44,0.08,0.06,0.07,0
1.55,0.03,0.01,1.19,0.006,0.21,0.85,0.58,0.34,0.53,0.53,0.183,4.25,1.21,0.007,25.24,6.53,0.07,0.27,0.05,1
0.03,26.93,0.04,0.26,0.06,0.31,0.04,0.07,0.96,0.0,0.001,0.021,14.05,0.3,0.005,0.17,0.87,0.01,0.07,0.01,0
4.55,14.34,0.34,1.73,0.09,3.87,0.59,1.45,0.28,0.0,0.0,0.197,8.83,1.59,0.006,53.73,4.47,0.06,0.02,0.08,0
3.74,17.45,0.78,2.04,0.02,4.3,0.62,0.59,0.05,0.0,0.001,0.001,7.41,1.12,0.008,56.41,4.77,0.04,0.43,0.08,0
0.02,13.51,0.08,0.17,0.02,0.1,0.07,1.38,0.11,0.0,0.67,0.135,10.59,0.64,0.006,10.04,2.31,0.08,0.04,0.02,0
0.03,10.86,0.04,0.6,0.07,0.24,0.02,0.1,0.0,0.0,0.51,0.169,5.45,0.21,0.001,13.88,0.44,0.1,0.09,0.02,0
0.03,16.51,0.88,3.73,0.1,5.03,0.82,0.05,0.41,0.67,0.67,0.001,19.25,1.66,0.001,3.29,0.14,0.04,0.49,0.07,0
0.07,4.48,0.02,1.65,0.004,4.15,0.48,0.11,1.46,0.75,0.75,0.005,7.38,1.03,0.002,55.52,7.11,0.07,0.46,0.07,0
0.05,1.78,0.0,0.16,0.06,0.02,0.08,1.48,0.91,0.74,0.74,0.074,18.99,1.78,0.007,0.19,0.42,0.05,0.02,0.03,0
1.6,-0.07,0.95,1.36,0.04,0.4,0.85,0.58,0.34,0.0,0.53,0.183,5.02,1.42,0.007,6.99,6.53,0.07,0.27,0.05,0
0.06,4.45,0.0,0.5,0.1,0.08,0.07,1.47,0.21,0.0,0.005,0.106,2.93,0.43,0.001,11.27,0.67,0.06,0.04,0.05,0
0.05,11.01,0.98,2.72,0.13,3.11,0.33,0.01,0.72,0.28,0.001,0.028,19.23,1.76,0.006,22.68,2.17,0.01,0.2,0.09,0
4.49,20.15,0.83,0.65,0.12,8.28,0.02,0.72,1.45,0.0,0.006,0.001,17.46,1.53,0.008,32.46,6.93,0.02,0.11,0.08,0
0.03,2.91,0.01,0.94,0.07,0.04,0.02,0.84,0.55,0.78,0.78,0.118,5.85,1.73,0.003,4.26,0.65,0.04,0.01,0.07,0
0.1,5.67,0.05,0.44,0.07,0.1,0.02,0.47,0.9,0.16,0.007,0.037,3.8,0.45,0.001,2.43,2.43,0.09,0.02,0.05,0
0.72,6.12,0.89,1.8,0.05,5.76,0.32,0.47,0.9,0.16,0.007,0.037,4.64,1.56,0.001,49.7,6.24,0.09,0.47,0.05,0
0.24,14.45,0.01,1.09,0.001,2.59,0.73,1.45,0.65,0.57,0.57,0.19,7.01,1.81,0.009,39.12,0.43,0.03,0.39,0.09,1
0.02,4.3,0.05,3.06,0.001,5.92,0.47,1.53,1.25,0.6,0.6,0.164,11.15,1.98,0.002,6.22,6.79,0.06,0.12,0.04,0
3.55,2.26,0.48,2.72,0.06,2.87,0.46,0.03,0.73,0.9,0.9,0.024,10.19,1.72,0.007,7.74,7.52,0.03,0.26,0.08,0
0.01,14.68,0.07,0.29,0.06,0.14,0.02,1.47,0.15,0.37,0.002,0.085,18.95,1.92,0.001,1.02,0.16,0.05,0.08,0.07,0
0.09,22.9,0.05,1.71,0.01,0.1,0.04,1.58,0.57,0.6,0.6,0.146,0.43,0.19,0.01,3.13,0.13,0.07,0.02,0.03,0
0.04,5.31,0.04,1.52,0.04,0.39,0.04,0.3,0.52,0.38,0.002,0.131,8.51,1.55,0.005,1.94,2.43,0.06,0.1,0.05,0
3.72,9.74,0.001,1.34,0.002,2.83,0.48,0.42,1.2,0.36,0.008,0.056,7.05,1.34,0.006,36.49,3.92,0.06,0.1,0.02,1
0.1,11.81,0.06,0.77,0.09,0.48,0.01,1.99,1.44,0.15,0.003,0.1,3.84,1.67,0.01,7.28,0.22,0.02,0.06,0.04,0
0.09,21.22,0.01,1.46,0.01,0.06,0.04,0.27,0.93,0.5,0.5,0.07,16.41,1.71,0.002,8.87,3.87,0.06,0.06,0.02,0
0.01,22.42,0.09,0.46,0.0,0.03,0.08,1.65,0.61,0.78,0.78,0.146,17.44,0.8,0.003,0.59,2.63,0.05,0.09,0.06,0
0.02,27.07,0.06,0.28,0.03,0.5,0.08,0.75,0.2,0.69,0.69,0.104,5.13,1.31,0.006,5.33,2.11,0.03,0.07,0.08,0
0.1,16.5,0.21,3.15,0.11,3.44,0.42,1.67,1.21,0.65,0.65,0.042,11.29,1.66,0.005,45.42,0.25,0.06,0.12,0.05,0
0.02,21.05,0.37,3.74,0.04,2.22,0.1,1.48,0.95,0.91,0.91,0.073,17.74,2.19,0.006,53.96,3.69,0.04,0.37,0.0,0
4.17,16.71,0.45,3.21,0.12,4.61,0.89,0.19,0.29,0.0,0.0,0.099,12.77,1.38,0.004,33.35,4.06,0.06,0.3,0.07,0
0.08,28.19,0.001,0.25,0.001,3.58,0.68,1.29,1.04,0.49,0.001,0.079,15.05,1.09,0.005,23.68,3.39,0.01,0.2,0.03,0
4.53,23.34,0.04,3.39,0.002,2.67,0.46,0.4,0.88,0.59,0.59,0.118,6.4,1.63,0.003,36.62,1.75,0.02,0.23,0.06,0
0.07,7.79,0.87,2.76,0.08,6.74,0.06,0.67,0.63,0.48,0.003,0.007,9.53,1.32,0.002,13.15,6.35,0.09,0.17,0.07,0
