aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.06985699030319623,5.700572038787215,0.040572038787215124,0.9014194181917732,0.0004290290904113425,0.20343223272329075,0.06057203878721512,0.02085805818082269,1.2055666993990828,0.0,0.0010858058180822682,0.015314621332968317,1.7478868908767373,0.8891419418191773,0.001,0.03673213452604229,0.6569967963671206,0.09,0.0011440775744302467,0.010572038787215125,1
0.35553035109418407,14.460042800028743,0.20601754801178507,2.2698758799166425,0.01155645911171793,5.84783579559452,0.1644268488770719,1.1788494177512694,0.7510564221854936,0.13331906665708532,0.0022219844442847555,0.07210393021739961,16.37894785781738,1.503357586682955,0.0024443968888569513,17.31670661336016,1.225603111143049,0.03555603111143049,0.09332334665995971,0.04333190666570853,1
0.05906893387880138,8.221727934543834,0.05627573551520553,0.22862132242397232,0.04465533060599308,0.1209669093327391,0.04372426448479447,0.003724264484794464,0.1098299590898962,0.0,0.008348253715160969,0.09834108507285287,6.4853805126055475,0.2477260995143142,0.0026517462848390312,1.6808235364865771,0.631584561697672,0.01,0.06441360327280832,0.06534466939400693,1
0.27751104878354343,13.429974396507232,0.04218888109794293,3.3701232895818185,0.004343335670617121,2.68166783530856,0.5339893018090247,1.3312002804740546,0.5866108384280025,0.0,0.0,0.1708022798752223,0.886133987772794,1.261288670742402,0.01,24.536452649532713,7.6968667134123425,0.08,0.29154454572674193,0.006566643293828788,1
0.01705113345560945,9.618787029237083,0.05360582495414645,0.25837994287414323,0.08360582495414645,0.04786860831804882,0.03786860831804882,0.8453863985326867,1.03246731718634,0.006394175045853542,0.007786860831804882,0.062001489259902204,2.0478388231200046,0.473445308501463,0.002491974177365826,5.539271880731693,0.3680291247707323,0.022788350091707085,0.03705113345560945,0.04786860831804882,1
0.05500925262537067,18.57802135575206,0.06125693946902801,1.0027174366962108,0.031238434218286662,0.40746761581120267,0.08624768684365733,0.02375231315634267,1.0872455528023066,0.0,0.0011256939469028004,0.05653238418879736,7.2850277578761125,0.7463217078466227,0.005001850525074135,6.976802844365898,1.2185024922713346,0.09,0.04123843421828666,0.027504626312685337,1
0.4899716467838928,16.19048660808387,0.01131805817107457,3.2859017577012164,0.006197708725661185,6.855243879468191,0.1046994140995946,1.1022345679066003,0.4640687382301644,0.0,0.0,0.09220632977574454,0.2652722326842983,1.5181374764603288,0.006263611634214914,18.212434191271864,2.992320778407434,0.024613203598760985,0.31856737811198466,0.05670485457231358,1
2.720839491644408,27.81050400083903,0.023740762533387673,3.361443986798859,0.004374076253338768,3.6368770299123248,0.4409872911102055,1.5274815250667753,0.6769509296452233,0.17404965875624384,0.0022901270888979453,0.07370115320868603,12.663861967416661,1.3631229700876752,0.0027481525066775344,12.593693457383011,6.5339624617320835,0.05541974582220411,0.08251847493322466,0.06916050835559179,1
2.2070011662994937,25.5609528152017,0.012939317145913964,0.9707472166362757,0.003885155338828521,2.4302608418800236,0.48797391581199767,0.3813540451771361,0.5591123952683088,0.37945838192914555,0.003486459548228639,0.07894484147737418,10.798244724847425,1.5419608737179966,0.005,11.89143918995795,4.660877637576288,0.031419255647142014,0.17202608418800236,0.05,1
0.018663910736237528,18.47918726902059,0.11050136454035532,2.869958661043563,0.024100272908071065,2.4077465080999563,0.6107933857669701,0.44855923907936723,0.2083718895096228,0.6236115749078024,0.5466760475700132,0.037833055055318573,8.663694252820678,1.6221294750307327,0.009480165355825748,52.856405121773086,0.6373911541729084,0.010396692883485034,0.07133608926376248,0.026534435705504986,1
3.4017333574032724,3.9010214842861624,0.01649326034205862,2.192870681186776,0.006402695863176552,4.572620048530607,0.25312131384294484,1.219479781026176,1.0668976398185415,0.5649136497591,0.5649136497591,0.04424852553717794,15.283315085514655,1.3483235035811862,0.0048959562052351725,33.53318029235582,1.7778032846073621,0.020520218973824143,0.3116954500803,0.08350673965794138,1
0.5196167169702128,0.2867944276765958,0.019139372494297875,1.7426132528476594,0.003181184738042553,5.119268273348085,0.8355400603642553,1.9260278616170212,0.8164459840544682,0.35369337357617026,0.0059094076309787235,0.007634146583148935,3.5485365466961705,1.3382229920272342,0.009637630523914895,48.66212540204936,5.336411095101277,0.09547038154893618,0.1445644578587234,0.010452961845106383,1
0.07397082199201203,28.337147668314195,0.020048630013313272,0.4159805479946747,0.014019452005325308,0.11794164398402408,0.05995136998668674,0.6185252041437833,0.2187197241970364,0.0,0.005799027399733735,0.07319124659760361,7.033062747195878,0.7481847940505904,0.0007990273997337346,2.2477957539440845,2.2314747958562164,0.062009726002662656,0.018087534023963885,0.012009726002662653,1
4.319115229493725,7.748030798978154,0.01450998300046481,1.4567741075244025,0.003901996600092962,3.727754141523473,0.24657444751510635,1.3132350254993028,0.8609800339990704,0.5085253824895417,0.4726710176358465,0.1690390186994887,12.662654311518825,1.162159728007437,0.008098003399907037,24.753235025499304,3.305812339572743,0.06450998300046482,0.14921962601022581,0.09,1
0.6864985030210944,18.598607500842633,0.034389505199555914,2.2845206902051074,0.006316851559866773,6.695580207982236,0.5370635675942268,1.8770635675942269,0.724056523819318,0.17673058621398885,0.17673058621398885,0.09808577214024425,15.518668074479047,1.3591422785975575,0.004244197920177636,24.562028175099634,4.183168515598668,0.07597376299888978,0.09122098960088817,0.03561049480044409,1
0.15796987649804742,25.774576188502724,0.23179778834035536,2.641647170830592,0.03248902413161543,1.2174795705870414,0.42170325289461524,0.31934625878532535,0.6555311647369231,0.48145809993911226,0.45650584875082223,0.030170325289461526,17.864933505586272,1.4127655823684615,0.01,17.79411632906793,0.23903220597189379,0.04008171765183434,0.05504085882591717,0.014959141174082834,1
1.3544379564088933,17.477654520261204,0.028919535604689395,0.7283450773467726,0.00810804643953106,6.0514703717050535,0.5762069659296591,1.5606429103784398,0.744276222834227,0.0991725386733863,0.007567814241875759,0.09975176160201588,0.4697013621842877,1.8554023219765532,0.008216092879062121,29.305402321976555,3.0297490088914154,0.02324139318593181,0.20917253867338628,0.05324139318593181,1
2.3867621155529823,4.569826201038462,0.023472934672684454,3.289468648284537,0.003520940200902668,0.24556695476295126,0.6065883165914443,1.3345555477653064,0.1978447286456044,0.2726965779007065,0.004131766331828887,0.1145086899480769,3.2769872109478015,1.2391011406997645,0.0025628206027080037,31.559693743679354,0.23191026629788047,0.05305413065463109,0.10772222611734683,0.04479059799097332,1
1.3991733093505414,19.360877546005177,0.01837926059163659,2.5829006314857996,0.002,6.397146438830143,0.3192059512410952,1.5100979256716613,1.3046192965658245,0.6121718665080025,0.6121718665080025,0.10551377817749097,17.697505499626235,1.378865103910168,0.009189630295818294,21.412106582726892,4.503045627473403,0.03513778177490977,0.14431109112545115,0.04189630295818295,1
2.04692371411014,6.101396300715637,0.03071881029869311,1.3929909174082025,0.0061437620597386226,6.5509831991754846,0.6069237141101399,0.2956871382078413,0.6536573956751691,0.7953594051493466,0.7953594051493466,0.19585623794026139,7.668096945830735,1.36,0.006928118970130689,11.028457715339162,0.799873311636593,0.05359405149346556,0.22281189701306892,0.054640594850653444,1
1.5693508170179225,12.118777628787264,0.03,3.7718220500198893,0.006043162966202827,7.195515654234591,0.4517990364214629,1.3405271610338045,0.20129488898608483,0.23741022202783038,0.006362108644135218,0.1449495852564622,15.585466150059666,1.5641252338767304,0.003637891355864782,15.644148247475156,3.9657527441749965,0.06043162966202827,0.41258977797216956,0.05724217288270436,1
1.3123668256576142,3.1823700736168474,0.020751407538043547,1.2198245995163077,0.004774577738586937,2.3030586837146823,0.5773419228559766,0.6069380683260841,0.41340948468206684,0.20312148115489115,0.007,0.15604634040108678,3.476355565353266,1.5540450412173934,0.0026127111307065317,14.942886531190224,5.370691858057068,0.032254222614130634,0.27988414899728303,0.04462429623097823,1
3.7306948575041865,6.5896934452187415,0.01996116972770722,2.241696269789632,0.0010061310956251757,7.418242419254116,0.22989781507291374,0.30006131095625177,1.0183650411666199,0.000633546547934849,1.6349588333802387e-05,0.032267724508966006,10.94014305889792,1.6388964027874682,0.004006131095625176,15.328276979093989,1.3536582203896883,0.06993868904374825,0.35006131095625176,0.020081747941669018,1
4.160791056833137,15.430488118905554,0.03,0.7859323424537155,0.007,3.7725958092709155,0.218528151724631,0.32623528038129856,1.0547409574298097,0.8490162706301851,0.8490162706301851,0.022510382782704542,10.683779702736114,1.2767308908455592,0.004606508252074056,33.331774786202956,1.6705180851403805,0.08409762378111083,0.2486908580264824,0.07704881189055542,1
0.2678638354804612,27.436810018707472,0.48193762393494344,3.7307024449191837,0.09849963962797517,2.078802930782346,0.13890323737245508,0.9474767252125971,0.8373046430059436,0.0016487476615657526,0.0011154123363096026,0.1670824373830783,16.04170610839712,1.6751111177508538,0.009851612710459083,15.9837921196216,0.7869748934736306,0.07016487476615658,0.06917562616921713,0.00032974953231315054,1
1.0036332135363262,9.746297627374151,0.03084198418249435,0.9428950395437641,0.008084198418249434,4.077151114219683,0.7584198418249435,1.287739324258866,1.4708419841824942,0.672156865551202,0.672156865551202,0.10762053198472571,8.575109561521451,1.434948094905034,0.005626297627374153,12.512918044869837,1.4472664270726525,0.024579007908752823,0.15094579437242656,0.038316031635011294,1
3.035918504085045,5.787411428975426,0.023211550377117446,2.3056358777499133,0.006291419201760197,5.82547409993691,0.412914192017602,1.4118492743556985,0.19529592520425226,0.17655334915144635,0.002847634663733006,0.1675295925204252,13.490770025141163,1.4292013117535725,0.0037085807982398036,34.58807700251412,1.2501781747326586,0.05860946134506798,0.12973377058452415,0.027085807982398034,1
3.2763424371075898,28.21968098965095,0.03239933066404174,0.9288254347664139,0.0036602342675853914,6.326258770112807,0.6931879519527513,1.4513842706049807,0.8182130520511861,0.5596140560551235,0.3165871750399054,0.134259230263648,6.326216398730977,1.3964093707034158,0.005339765732414609,2.2775080977572593,5.7611154604528,0.027600669335958262,0.2954110440433113,0.03380033466797913,1
1.4456918085743848,8.184404949898694,0.023050618737336725,2.274418444395827,0.006474690631331638,0.8354038301482951,0.6359505010130619,1.056074248480407,1.1156085445984394,0.11897413075613228,0.0024404949898693806,0.07493430761650212,13.770848143787989,1.598467943382765,0.007254443136396948,33.11289988227573,5.439480318129499,0.06610123747467345,0.33187401303185754,0.021354331161357078,1
0.7217131112618771,6.218621289823638,0.036229099932155326,3.4674303331071843,0.036309182143823934,2.645159886702783,0.5008565556309386,1.067486066621437,0.9131930120081684,0.10577295535955983,0.0027085655563093853,0.10114901772048672,9.90819597462677,1.8,0.0034171311126187705,41.864617179240206,1.1891331679104855,0.02748606662143689,0.09959958894165696,0.06668524450475082,1
0.042078481415168366,19.671664539855346,0.05207848141516837,0.6946873504261198,0.046882277877247455,0.42882277877247454,0.09,0.026235444245505096,1.379448077920235,0.0,0.00031177221227525476,0.01875721804769539,7.373022810570776,0.6071367044331479,0.002415696283033673,6.268102568072737,1.5378999841008496,0.09,0.05792151858483163,0.023117722122752548,1
1.7844066168326385,18.90734630280024,0.02644552523335318,0.5029153682171531,0.007578210093341275,3.3631712149970223,0.19841148038272782,0.8677480560827874,1.1802373532669446,0.6495982467174509,0.6495982467174509,0.12053073943995235,11.05106517758249,1.3357821009334128,0.006933657570005956,26.734571016848246,1.5972062205350803,0.02533171214997022,0.10042607103299583,0.04,1
0.08111141991946516,0.16638927489933147,0.018328679256375675,0.27463276918122936,0.0033518569986577527,5.745185699865775,0.8333789476778477,1.717037139973155,1.3733789476778477,0.30518569986577526,0.06076011877584475,0.10590282023892646,15.993747568134213,1.2922228398389304,0.006,17.21800893758389,2.4600949343892773,0.07175928499328876,0.036944984859064,0.0008796424966443818,1
1.9609307822170616,1.5082397854617635,0.0012236513196764408,3.6734027178555904,0.004976457755823532,3.6541362540558775,0.7844675726185302,1.371059400987941,0.6237667590682348,0.9122310594217659,0.9091941099230015,0.11227073580802938,8.123643594072355,1.599646866337353,0.006976457755823532,47.78164795709235,4.39812752801588,0.05058855610441168,0.28788119802411793,0.049411443895588325,1
3.024300969656497,3.514558594987093,0.5575536719438742,3.514809927440598,0.02373421306069229,8.251563518030313,0.29696198548811964,0.25286941073002833,0.5073421306069228,0.5378908795075781,0.4921738414689255,0.12986511697451844,16.980591686455753,1.9843041160950425,0.002696198548811968,14.37577861257661,1.056876110377921,0.03303801451188032,0.11818514951618259,0.0,1
4.104900187506855,21.82578211549387,0.03127287817784991,2.1120132796507924,0.004,5.328011619694443,0.6927287817784992,0.5411147521002861,0.1416389290234485,0.6483527711948063,0.6466980295636015,0.1422554056137445,12.662920106983044,1.2043677108019475,0.002636439088924956,2.4627951800324603,2.2387105222586596,0.058727121822150084,0.1798169745772007,0.04254575635569983,1
3.3050822293883186,23.11175146122502,0.030513609795908697,3.3466923183670327,0.003974319510204565,3.8023266351018083,0.6138366824490956,0.3061479265306848,0.22230354857147935,0.4481869746941,0.4481869746941,0.02551284024489772,5.361517742857397,1.4456574032651055,0.007487159755102283,17.720981046531158,7.469743195102046,0.06512840244897718,0.3,0.029229585306136955,1
0.9158394573170178,25.146425995584362,0.012363452954163641,1.4826704157907282,0.006345582932085453,0.9666623457739285,0.17763654704583637,1.2863755579793634,0.30945381181665454,0.18709035886249092,0.0032909641137509084,0.14261968577585815,1.8940322800671996,1.3080040350084,0.008236345295416364,39.05448768056155,5.261102463887691,0.01472690590832728,0.2680040350084,0.00236345295416364,1
3.7193568506702555,21.92252333846514,0.13839470859919253,1.4994666241487666,0.010559647239946169,1.316041658237237,0.48097856168900854,0.34489280844504255,0.6652446404222522,0.3094337849128756,0.3094337849128756,0.10286860259517275,15.758471642841812,1.6609785616890085,0.006,2.727448986146075,2.216679643719874,0.03573392126675639,0.06902143831099149,0.02,1
2.54067814445495,1.6346193405700018,0.09143253211452598,0.2923200670856317,0.014607959748620987,4.932690329714999,0.17501039680063074,0.8203702626293674,0.39608652868663036,0.4210692006855791,0.004517820011426319,0.027465399657210433,16.753039798743103,1.5483927333714211,0.0034821799885736814,43.464304527543995,2.9714186697136853,0.019643599771473626,0.008392733371421063,0.008392733371421063,1
0.0116266634397806,3.556693201031005,0.0634933462408776,0.1965066537591224,0.0332533268795612,0.018133317198902994,0.07162666343978061,0.07,0.7,0.01,0.0,0.008,7.560586982901501,0.22482651822990757,0.006,2.2884541497355086,1.236239293311951,0.06,0.0232533268795612,0.08,1
0.6423718119320754,3.087115435796226,0.023818502428708838,2.1565762331560485,0.005690925121435442,5.905975312989419,0.6381762074975954,0.7869180680038474,0.44961408120473567,0.0,0.0,0.036127577307273395,10.56876831087473,1.9043665218583796,0.006218326092918977,38.66054801942967,6.11057446979815,0.09,0.3009074878564558,0.03381850242870884,1
0.794900466329632,17.573297331605556,0.03223422279814821,2.9420753885370194,0.005329733160555537,0.34587251297963695,0.6440364248629609,0.6507390932574055,1.1859466321111074,0.8246675129370326,0.7703758989420311,0.072030707252407,2.006236761609246,1.4265946632111106,0.004563955958703746,32.13715163215371,3.0165946632111105,0.07553155440370359,0.325207538853702,0.02776577720185179,1
2.596499334046429,0.2000094802241847,0.017910028674460392,0.996054217530823,0.00438877728486801,5.42851071031545,0.5085687199359472,1.8682786718334627,0.537369478353882,0.9091973455372282,0.8812235062802213,0.006440037920896739,15.855435072153726,2.0050290048102486,0.008622824639231367,25.845648150187344,4.233936302244992,0.01,0.056856871993594724,0.01,1
3.196479069035222,27.584964077474492,0.034138806397166,1.836038892227532,0.0071722387205668,4.562674585872064,0.4571984865388661,1.114549286184616,0.91,0.157274643092308,0.002069403198583,0.0346864163304858,10.20873886361741,1.2461701313190279,0.0054138806397166,13.175319474723889,7.197431267701618,0.073444774411336,0.266864163304858,0.038971644780162,1
1.7648735079808877,25.11,0.7652160927431302,2.6330352540398243,0.10956781451373965,1.3,0.52,0.3304520967582643,0.59,0.10606055244364698,0.61,0.03321907943393077,18.745196181471126,1.8174068870824378,0.01,51.71740688708244,0.05,0.03,0.05,0.02,1
0.7208052462280687,23.145575811508074,0.06109693194434756,3.975448199007203,0.05719933299587533,7.818775455554781,0.15,0.96,1.41,0.5502005339299417,0.99,0.13,11.825375277578134,1.4099635392854653,0.001,38.21535704722086,4.74,0.01,0.03,0.03,1
2.5895526910916056,4.506013425495212,0.04794107164259155,0.5691232029426478,0.004691160746388733,4.593823214927775,0.052353570144450697,0.340443744756507,1.1533759060193804,0.8611714388443944,0.8611714388443944,0.05544196268056337,10.458672329882365,1.2977955328250141,0.003,10.923975882049128,7.38174646581093,0.0858821432851831,0.39382321492777467,0.06897053582129578,1
1.052436934604693,10.171862898587417,0.14383094887003617,4.147186694067561,0.10588708860167617,2.8313876949149055,0.1852376018362556,1.677007987429345,1.132899499576328,0.07850715338989156,0.5139215660592318,0.16875693847457454,2.813830948870036,1.557100500423672,0.004252312824858176,30.752516808898143,2.2514256110175332,0.023738435875709122,0.12981497401134595,0.01626156412429088,1
2.5919494736842785,14.420870204986056,0.018801063711909927,3.5719494736842785,0.0047602127423819855,2.692713307479341,0.46880106371190994,0.7388010637119099,0.840328731302035,0.84,0.84,0.12588542493074062,11.242411168975055,1.8064164875346038,0.002679840443213511,31.71035532409978,3.9695648975069724,0.05799734072022519,0.3304085096952794,0.06119893628809008,1
2.952867745916521,28.512140579063235,0.01,3.2430131792871784,0.0055836994246438384,0.7237842770977256,0.14550219654786303,0.8942205772096976,0.98,0.13531283221994503,0.0019330404602849291,0.1841004393095726,7.4908892501834545,1.5988062425763558,0.005933040460284929,16.498674449704573,2.1590971093176705,0.04416300575356162,0.23464323682279434,0.03066959539715071,1
0.37097381540738406,9.815620187696846,0.04,2.1941962487343973,0.0012862734454100189,5.280614116534471,0.7985099210048979,0.7223660414557328,0.6729214462221522,0.04771224090166981,0.04771224090166981,0.08785490621835992,17.85513092296308,1.8746929417327642,0.0059045755181966605,1.6015096495844527,2.964528948753358,0.0419084896360668,0.41333985686311686,0.060954244818033396,1
2.194143222680848,22.997681166340303,0.04195225910638401,1.9197783312343066,0.003,4.471193522340399,0.49266837251062384,0.5221483402127195,0.3050980405531677,0.692105716850975,0.692105716850975,0.11130605347232948,7.360895158808188,1.938525149829776,0.001366581374468808,17.754731465999857,7.749718672170176,0.03780903642553605,0.3804774089361599,0.00804774089361599,1
3.158405960084677,4.24017201258854,0.01760321109030226,1.8326720184838372,0.0017603211090302258,3.1817775341584786,0.48787844066444164,1.4371674270010502,0.9065825700513013,0.5225917412262806,0.5225917412262806,0.10324541264392109,1.1813532081426537,1.6187041293868596,0.009493119260646516,50.87322247763212,1.746559630323258,0.08746559630323258,0.28,0.007603211090302257,1
2.824662146258012,27.863220237400387,0.0034181509972137144,3.6162633111730287,0.002806050332404572,3.4580425957536916,0.6541815099721371,1.1207115226246855,1.1604269135748115,0.10747337765394288,0.0021494675530788583,0.1851779284580663,12.949643760668708,1.1840392054472,0.005806050332404572,10.953522754020618,1.9069927413680685,0.07925266223460571,0.10911035770966859,0.04074733776539429,1
2.8139709793486025,0.9659741595099522,0.04,0.2957998360019419,0.0022731234625182053,5.833351106986892,0.2809685193777308,1.5460064601225119,0.6523502869966017,0.05180629612445384,0.002878127562469658,0.15386941138706914,9.478563371239684,1.525168683375789,0.004819370387554617,25.59600646012251,3.808639252729246,0.008487489750121369,0.10424374487506069,0.04605004099951453,1
1.8895892515285504,14.03,0.8762150459042221,4.0437412488607025,0.08982517905969885,1.2458654040236197,0.48,0.18,0.74,0.06361013315547683,0.005,0.112,18.456958034900502,1.899562947649247,0.008,39.54717656107588,4.51,0.06,0.05,0.02,1
0.0535196373908494,16.73058157524446,0.0535196373908494,0.8491918412941114,0.0764803626091506,0.5926510595790934,0.008240181304575302,0.0882401813045753,1.387205439137259,0.0,0.0031759818695424697,0.08372885213150391,7.4993353425777585,0.8037688839241898,0.009175981869542469,7.500868577811755,0.6097054273228342,0.02,0.0817598186954247,0.0647205439137259,1
1.340979849856939,5.514468230294902,0.020886821594160478,1.3698457311211627,0.006544341079708024,2.0818666714510994,0.3289294565576635,0.8695418627182504,1.235688373261315,0.11645271362335809,0.0014556589202919762,0.07019255773897773,17.03899069717372,1.6673395352175187,0.005911317840583952,45.097491469418976,2.1570309974598443,0.06094806221021916,0.2627217053985401,0.06366976760875928,1
0.16688002966928278,4.512533531128552,0.3343733234435724,2.9621598368189446,0.0878133382782138,7.98749329377429,0.14749329377428957,0.10531557368678393,0.9381423244164184,0.25998211673143895,0.6221866617217862,0.15993777942607126,17.464080103842488,1.7712354698442943,0.0014062220573928734,14.308764530155706,0.6356177349221471,0.016248882295714934,0.047813338278213796,0.005937779426071267,1
0.775286547034756,18.437338027198415,0.0034502254951794377,0.5164327351737795,0.005727752722757841,4.006448136108729,0.3143438564417071,1.0738235618755576,0.7685898143441643,0.8383258168273521,0.8383258168273521,0.09144494554484318,8.773936861349759,1.3228808712825089,0.005366516336547042,21.120271697984286,3.4774282252701907,0.027277527227578403,0.2062292376278047,0.07727752722757841,1
3.5944827939133037,17.282943177293333,0.029264205676666877,3.0415030999567145,0.0032943177293332493,3.725920368573317,0.15103691484999687,0.4819742904166404,0.19786064500330536,0.13896308515000313,0.0018528411353333754,0.03609033615799912,16.172372447550053,1.6136449576300131,0.007558523406000126,14.454244696006736,3.0342812126699927,0.05558523406000126,0.17190626244333562,0.03852841135333375,1
3.9124003704424113,14.869513185274254,0.02131637037168021,1.3432357406195807,0.006565818518584011,4.150647148123916,0.26381085184071823,0.8531195554691062,0.7214767037698504,0.8760508888849594,0.8760508888849594,0.0071709074070799485,12.125293370141803,1.3432798888672766,0.005434181481415989,32.22706285205291,2.1112722221239846,0.06829092592920052,0.273418148141599,0.045265481486720834,1
0.6937731850013378,2.425520953329451,0.01,1.4069023350036989,0.00746318983333071,1.6891109450038564,0.47570528999826867,1.4557671166685031,0.6975463700026757,0.10653366166606332,0.0032423288333149705,0.1040152851662758,1.7305822083287425,1.1777913899998425,0.005294481333354319,12.305673804992209,4.768742271666221,0.0,0.2475767116668503,0.0338956949999213,1
0.05316117964582065,20.68709705088545,0.49254680995294425,3.4455476676978343,0.10016742097287988,4.174096193140558,0.71,0.3164557632817256,0.63,0.45,0.006,0.142,7.085868311499696,1.6697417694687309,0.007,46.69280504048422,1.77,0.06,0.03,0.01,1
0.08080788373194434,23.393861835898623,0.09515269760833399,1.1665713717736141,0.05757634880416699,0.3394975114847236,0.05,0.0975568382666562,0.6009161856500039,0.0,0.006838423253611133,0.10392116268055665,9.818295441155561,0.6841477205777813,0.0012423651195833008,0.5024041406583222,1.5202166038361193,0.03323153492777734,0.028384232536111328,0.05242365119583301,1
2.1823414290793877,25.529859422409704,0.020378242626354067,3.008061927671464,0.0011891213131770331,1.5538292854603062,0.831253560397091,0.7016066888989473,0.9901656917147943,0.6567615080776077,0.6447333925595484,0.17693154880685552,11.677139750703962,1.1806376527346794,0.004,3.135605035126278,1.2257456127165742,0.07,0.388274478583024,0.00037824262635406615,1
4.348387404684836,2.2974040785214593,0.01,3.1383874046848352,0.0034906588980543633,4.918239756778398,0.2825467055097282,1.662546705509728,0.7085054236886981,0.6816125953151645,0.6816125953151645,0.0798829851797711,4.85801376060701,1.3120550424280402,0.006,44.98186822038913,3.22232070933834,0.05490658898054363,0.280747288155651,0.04490658898054363,1
2.403272940958471,1.199331445493045,0.04,3.059373280276527,0.008261838484792687,1.4688022333271957,0.6606963908940259,0.510974915170486,0.46820334999079355,0.10334261212902365,0.0033217268184329027,0.013536211364054838,11.985055752977017,1.5214206181751226,0.0017381615152073117,24.243857986304214,5.510766062064579,0.07261838484792688,0.1372562712073785,0.05261838484792688,1
0.019529037342512122,17.056104995194218,0.18199363482270609,1.6348973690739184,0.07656197260033851,4.848162281789865,0.2815226721652182,0.12039300435120293,1.379606995648797,0.15858711202753636,0.008952903734251212,0.07481161493700485,14.068887851539108,1.097535402519806,0.0020941925314975755,37.356547344785014,3.285368331731406,0.001883850629951507,0.06717422405507274,0.02,1
2.8555136676050155,18.40985041955785,0.008995013985261587,0.36643087814296593,0.0045533395490051495,5.196111989373625,0.3511166511274871,1.9654835353426674,0.9285841879882082,0.3642173037730278,0.0,0.09319341413706694,10.610927614915262,1.655383815047899,0.0011116651127487127,5.782701771466468,4.429700839115696,0.05888334887251287,0.21126623156963953,0.07106679098010299,1
1.365634961143432,8.187001101958733,0.012506479195341142,2.144857457702495,0.002754535436738799,6.72079597162528,0.34762310471148167,1.3315216415034876,0.3107256698782078,0.6025064791953412,0.6025064791953412,0.17796112482795315,9.75051088703027,1.3502591678136455,0.0022480562413976575,34.91229914494443,2.1109330041291243,0.015012958390682282,0.09012958390682282,0.03498704160931772,1
0.6855869451188414,28.158706789707228,0.02944130548811586,3.3237350403141854,0.005,3.7227306537182456,0.06793472559420685,1.0115065798939091,1.286811018943178,0.01787822438029238,0.00011173890237682737,0.15301066848005684,12.173458851871873,1.2895543079159448,0.00783239164643476,13.87860010490666,6.479937181158825,0.05944130548811586,0.11055869451188413,0.04055869451188414,1
0.06472337699574107,27.101319689584468,0.04948939350496874,0.00578722949929018,0.06842554100141963,0.05842554100141965,0.02842554100141964,0.0310638525035491,1.0762978359943216,0.0,0.007578722949929018,0.08991493450638838,1.072383542088018,0.36987208145954026,0.005472337699574108,3.085744589985804,2.467743308785634,0.07263831150212946,0.02842554100141964,0.02,1
2.0099491847012816,25.2000010583343,0.026512809658109735,0.5607177641878656,0.005825640482905487,5.749794622136524,0.8412820241452743,1.182410544060092,0.9682564048290548,0.40456383662368856,0.0024769214487164607,0.06616927798722265,3.736257674830216,1.3768208764533238,0.004953842897432921,21.609949184701282,4.31994600969838,0.03476921448716461,0.06779483380338408,0.07651280965810973,1
4.21461092756541,13.742382267382114,0.03056996564572555,1.8221763345753468,0.008647667811809147,4.6282400238715615,0.6639897595200789,1.573316265866798,0.6957519820652049,0.44601024047992116,0.33819659089352055,0.16740409619196847,8.66658132933399,1.3372536997789275,0.006,15.366941992547918,4.2867872621407574,0.07056996564572554,0.16797951904015773,0.07647667811809149,1
2.4718794806073228,1.2093607197829757,0.03918306921575776,0.3493798998048509,0.005002960842786959,0.7487301911818323,0.05245079235272671,0.7403640527503168,0.38777564666423603,0.5885333605927391,0.5877164298084968,0.08054624680448633,6.8685629690206085,1.0324211839248572,0.009673227686303106,0.3169291074521242,2.6200296084278696,0.03245079235272671,0.05836613843151552,0.08,1
0.5794375691212993,17.123617075738988,0.024179506617689528,1.077434536761733,0.0074179506617689525,6.341486907352347,0.5192565463238267,1.2045146088274366,0.9975886161740075,0.512357497055596,0.48644455602592085,0.10147688808815886,2.9635556080696768,1.6230007580898915,0.009164098676462095,29.951895258818773,1.1290561610400711,0.025820493382310475,0.25566641397003614,0.02671802647075811,1
2.336002665386828,22.091043673747684,0.03,1.0437225754628943,0.007834478163126159,4.754196740508812,0.1928982980120595,1.6303434489378477,0.8427609184369205,0.7303434489378478,0.6520516200965211,0.16117925979438774,5.1015798651140996,1.7119299775190167,0.0033241746949907265,30.134690895955938,3.4673631342040796,0.03496565510621522,0.11503434489378478,0.07668956326252319,1
3.8526922631198834,13.23478312613181,0.02840562462272974,2.4229853952880185,0.0022270416415153156,4.703646300554215,0.3197577066984955,0.4597577066984955,1.149898322266739,0.1472449969818379,0.0018405624622729738,0.023864791792423422,2.8472330959501897,1.3719772842470181,0.008386479179242342,6.210828557637774,4.796365600477433,0.024540832830306315,0.19207896198027918,0.05840562462272974,1
1.7776758016717737,26.40059136123454,0.6824507198971217,1.4545964387225934,0.06896244000857321,4.687802323240669,0.6544366001285981,1.7835255617060666,0.13291555956276685,0.06329115947703484,0.0704611114838934,0.1542577241466017,17.169300758105322,1.9591595604200867,0.0019338039922841208,47.43171419618493,0.014150239965707204,0.074812200042866,0.023112679974280403,0.02,1
